4, 2.082164654168835,
5, 4.720628241625318,
6, 4.872411249000072,
7, 4.851477871813426,
8, 4.694596109933849,
9, 4.639614641372456,
10, 4.590773158602872,
11, 4.637872139538443,
12, 4.427355000591061,
13, 4.356380339296972,
14, 4.368838154881215,
15, 4.334646085574019,
16, 4.294135838319983,
17, 4.267055150959663,
18, 4.288787614097136,
19, 4.185034831132389,
20, 4.1498139486169485,
21, 4.145483980441438,
22, 4.075746340900402,
23, 4.219038574747533,
24, 4.170033084145233,
25, 4.009754756280234,
26, 3.9595181324197966,
27, 3.881596169065592,
28, 4.05463188810673,
29, 3.9949331748223544,
30, 3.8854682012251285,
31, 3.896946402381988,
32, 3.8669745221078218,
33, 3.943950424371396,
34, 3.9553114612912914,
35, 3.9341894279307628,
36, 3.9055061085192593,
37, 3.9033679752112977,
38, 3.9343122632030485,
39, 3.8443927112372998,
40, 3.7475561493088447,
41, 3.734740471992194,
42, 3.8161083519907475,
43, 3.7694363954897225,
44, 3.736545585344569,
45, 3.747307952721765,
46, 3.796616473380669,
47, 3.6434716204708923,
48, 3.699260580663196,
49, 3.804508335454991,
50, 3.70007530526142,
51, 3.7604244745318613,
52, 3.6826564237000015,
53, 3.6536862298836708,
54, 3.6599757254366856,
55, 3.6612769776921095,
56, 3.5880317737352696,
57, 3.6539599509604983,
58, 3.672531498843444,
59, 3.6590360690526125,
60, 3.586964431100898,
61, 3.5571266295845345,
62, 3.4910657076978704,
63, 3.59703211548496,
64, 3.548438152146433,
65, 3.4742817755851507,
66, 3.5296753863361863,
67, 3.577832455780815,
68, 3.5892972044560887,
69, 3.564259563042272,
70, 3.6651932221370256,
71, 3.617921015022598,
72, 3.4885575145053,
73, 3.5391928694311474,
74, 3.510150387936992,
75, 3.541243710650907,
76, 3.5124545786924135,
77, 3.4527820446224147,
78, 3.493806976748206,
79, 3.5125243809234457,
80, 3.408228434530299,
81, 3.423162783402877,
82, 3.444358407767216,
83, 3.438778041773488,
84, 3.3831530574575885,
85, 3.5299825629818,
86, 3.459644186355952,
87, 3.4127728947666656,
88, 3.441938403391689,
89, 3.316573414020051,
90, 3.4516070288073832,
91, 3.3460059500423025,
92, 3.4039221424226973,
93, 3.375813005329657,
94, 3.3609455409925353,
95, 3.4116733060134083,
96, 3.379370491530974,
97, 3.341957435010671,
98, 3.4182702853491147,
99, 3.294947714019139,
100, 3.358112193726697,
